epoch,loss
1,3.3538836538791656
2,1.857269048690796
3,0.9683776660399004
4,0.745283920656551
5,0.7073989537629214
6,0.6978237249634482
7,0.6947731700810519
8,0.6935383812947706
9,0.6934277388182554
10,0.6940256790681318
